filename,annotation
koajaesby7cmhujlcwkl.jpg,"Game has genres: Shooter, Platform, Puzzle, Adventure; perspectives: First person. this game screenshot shows a robot in a futuristic city"
poegvjadtys8fflxpxnu.jpg,"Game has genres: Shooter, Platform, Puzzle, Adventure; perspectives: First person. this game screenshot shows a red room with a red light"
lrx26njeiciksjqby7ou.jpg,"Game has genres: Shooter, Platform, Puzzle, Adventure; perspectives: First person. this game screenshot shows the inside of the room"
vux5gzepdeqvhvm84rcz.jpg,"Game has genres: Shooter, Platform, Puzzle, Adventure; perspectives: First person. this game screenshot shows the real - life of iron man"
jlt7ncnm7cheka0hmypd.jpg,"Game has genres: Shooter, Platform, Puzzle, Adventure; perspectives: First person. this game screenshot shows the inside of a room with a large screen"
vbr5pcodmqah56dbsc9v.jpg,"Game has genres: Shooter, Platform, Puzzle, Adventure; perspectives: First person. this game screenshot shows the game ' s main features"
uu9ch2azikxoc06kdlsm.jpg,"Game has genres: Shooter, Platform, Puzzle, Adventure; perspectives: First person. this game screenshot shows the game ' s main menu"
odn0rkifmflc0xusbovl.jpg,"Game has genres: Shooter, Platform, Puzzle, Adventure; perspectives: First person. this game screenshot shows a screenshot of a robot from the video game"
diemffq1eggulafx3bqm.jpg,"Game has genres: Shooter, Platform, Puzzle, Adventure; perspectives: First person. this game screenshot shows the inside of the room"
vbdsy0skk851bz9d5xic.jpg,"Game has genres: Shooter, Platform, Puzzle, Adventure; perspectives: First person. this game screenshot shows a robot that is a robot that is a robot that is a robot that is a robot that is"
iqfqrjvymtqgmy9liedj.jpg,"Game has genres: Shooter, Platform, Puzzle, Adventure; perspectives: First person. this game screenshot shows the game ' s main character, person, in a different way"
u8hzyqyvtimflivvlyqz.jpg,"Game has genres: Shooter, Platform, Puzzle, Adventure; perspectives: First person. this game screenshot shows the inside of the space station"
sc8915.jpg,"Game has genres: Puzzle, Adventure; perspectives: Third person. this game screenshot shows a person walking down a dark hallway"
sc8917.jpg,"Game has genres: Puzzle, Adventure; perspectives: Third person. this game screenshot shows a woman in a red dress and a man in a black jacket"
sc8916.jpg,"Game has genres: Puzzle, Adventure; perspectives: Third person. this game screenshot shows the character in the game"
sc8919.jpg,"Game has genres: Puzzle, Adventure; perspectives: Third person. this game screenshot shows a bloody scene in the video game resident"
sc891b.jpg,"Game has genres: Puzzle, Adventure; perspectives: Third person. this game screenshot shows a man in a suit standing behind a fence"
sc891a.jpg,"Game has genres: Puzzle, Adventure; perspectives: Third person. this game screenshot shows a room in the house"
meykaqey1soxhtcpawbk.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows the first person in the game"
tr3gnlvwjny4hhoxohjf.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows the action of the jedi"
h4j196xtabauif8kfyzk.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows the first person in the game"
u5wjmqgocr56mbjiy39o.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows the game ' s main characters, including the female and male characters"
t6sbntrryrakyhizdoab.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows the battle of the titans"
scs28v.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows a view of the ancient stonehenk"
scs28w.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows the person in the dark side of the force"
scs28x.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows a man standing in a stone wall"
scs28y.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows the scene of the city"
scs28z.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows the inside of a spaceship"
scs290.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows a scene from the star wars"
scs291.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows a woman in a blue dress"
scs292.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows a scene from the movie"
scs293.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows the game ' s main characters"
scs294.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows a futuristic city"
scs295.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows a man with a gun in a field"
scs296.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows a jedi in a jedi - like setting"
scs297.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows the scene from the star wars"
scs298.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows a tree in a field"
scs299.jpg,"Game has genres: Role-playing (RPG), Adventure; perspectives: Third person. this game screenshot shows the ancient aliens in the desert"
mpphkihhk8yh9m2zaafd.jpg,Game has genres: Shooter; perspectives: First person. this game screenshot shows a very good shot of the enemy
iau5t12jemoelx0xuzna.jpg,Game has genres: Shooter; perspectives: First person. this game screenshot shows a zombie shooter in a screenshot
muyxb9cljgsy245fcimx.jpg,Game has genres: Shooter; perspectives: First person. this game screenshot shows the game ' s main characters
nnlfbf8blflrlmuarfej.jpg,Game has genres: Shooter; perspectives: First person. this game screenshot shows a helicopter firing a helicopter
ga0lj5zqeqd7moyzxij9.jpg,Game has genres: Shooter; perspectives: First person. this game screenshot shows a crane in a construction site
scj0v9.jpg,"Game has genres: Tactical, Adventure; perspectives: Third person. this game screenshot shows the title for the title for the title for the title for the title for the title for the title"
scj0vg.jpg,"Game has genres: Tactical, Adventure; perspectives: Third person. this game screenshot shows the entrance to the room"
scj0vf.jpg,"Game has genres: Tactical, Adventure; perspectives: Third person. this game screenshot shows the level of the game"
scj0va.jpg,"Game has genres: Tactical, Adventure; perspectives: Third person. this game screenshot shows the game ' s main character"
scj0vb.jpg,"Game has genres: Tactical, Adventure; perspectives: Third person. this game screenshot shows the time of the day"
scj0vc.jpg,"Game has genres: Tactical, Adventure; perspectives: Third person. this game screenshot shows the game ' s main character"
scj0vd.jpg,"Game has genres: Tactical, Adventure; perspectives: Third person. this game screenshot shows a tank in the middle of the screen"
scj0ve.jpg,"Game has genres: Tactical, Adventure; perspectives: Third person. this game screenshot shows the first person in the game"
schnqk.jpg,"Game has genres: Role-playing (RPG), Turn-based strategy (TBS), Adventure; perspectives: Third person, Bird view / Isometric. this game screenshot shows the game ' s mains, including the mains, and the mains"
schnql.jpg,"Game has genres: Role-playing (RPG), Turn-based strategy (TBS), Adventure; perspectives: Third person, Bird view / Isometric. this game screenshot shows the first level of the game"
schmzc.jpg,"Game has genres: Role-playing (RPG), Turn-based strategy (TBS), Adventure; perspectives: Third person, Bird view / Isometric. this game screenshot shows the game ' s main character"
schmzd.jpg,"Game has genres: Role-playing (RPG), Turn-based strategy (TBS), Adventure; perspectives: Third person, Bird view / Isometric. this game screenshot shows the game ' s main characters, including the characters, and the characters"
schmze.jpg,"Game has genres: Role-playing (RPG), Turn-based strategy (TBS), Adventure; perspectives: Third person, Bird view / Isometric. this game screenshot shows the game ' s main characters"
schmzf.jpg,"Game has genres: Role-playing (RPG), Turn-based strategy (TBS), Adventure; perspectives: Third person, Bird view / Isometric. this game screenshot shows the game ' s main characters"
schmzi.jpg,"Game has genres: Role-playing (RPG), Turn-based strategy (TBS), Adventure; perspectives: Third person, Bird view / Isometric. this game screenshot shows a scene from the video game"
eswubyh9h3uereuyumjq.jpg,"Game has genres: Shooter, Racing, Adventure; perspectives: First person, Third person. this game screenshot shows the car in the game"
e11zpyhhjc9qdqgrx7v0.jpg,"Game has genres: Shooter, Racing, Adventure; perspectives: First person, Third person. this game screenshot shows the train and the driver"
